Input,Match type,Approved symbol,Approved name,HGNC ID,Location
C14orf21,Previous symbol,NOP9,NOP9 nucleolar protein,HGNC:19826,14q12
C14orf23,Previous symbol,LINC01551,long intergenic non-protein coding RNA 1551,HGNC:19828,14q12
C14orf28,Approved symbol,C14orf28,chromosome 14 open reading frame 28,HGNC:19834,14q21.2
C14orf2,Previous symbol,ATP5MPL,ATP synthase membrane subunit 6.8PL,HGNC:1188,14q32.33
C14orf33,Previous symbol,KTN1-AS1,KTN1 antisense RNA 1,HGNC:19842,14q22.3
C14orf34,Previous symbol,LINC00520,long intergenic non-protein coding RNA 520,HGNC:19843,14q22.3
C14orf37,Previous symbol,ARMH4,armadillo-like helical domain containing 4,HGNC:19846,14q23.1
C14orf39,Approved symbol,C14orf39,chromosome 14 open reading frame 39,HGNC:19849,14q23.1
C14orf43,Previous symbol,ELMSAN1,ELM2 and Myb/SANT domain containing 1,HGNC:19853,14q24.3
C14orf45,Previous symbol,BBOF1,basal body orientation factor 1,HGNC:19855,14q24.3
C14orf48,Previous symbol,CCDC197,coiled-coil domain containing 197,HGNC:19860,14q32.12
C14orf49,Previous symbol,SYNE3,spectrin repeat containing nuclear envelope family member 3,HGNC:19861,14q32.13
C14orf4,Previous symbol,IRF2BPL,interferon regulatory factor 2 binding protein like,HGNC:14282,14q24.3
C14orf50,Previous symbol,PPP1R36,protein phosphatase 1 regulatory subunit 36,HGNC:20097,14q23.3
C14orf53,Previous symbol,CCDC196,coiled-coil domain containing 196,HGNC:20100,14q23.3
C14orf64,Previous symbol,LINC01550,long intergenic non-protein coding RNA 1550,HGNC:20111,14q32.2
C14orf68,Previous symbol,SLC25A47,solute carrier family 25 member 47,HGNC:20115,14q32.2
C14orf70,Previous symbol,LINC00523,long intergenic non-protein coding RNA 523,HGNC:20117,14q32.2
C14orf72,Previous symbol,LINC00239,long intergenic non-protein coding RNA 239,HGNC:20119,14q32.31
C14orf73,Previous symbol,EXOC3L4,exocyst complex component 3 like 4,HGNC:20120,14q32.32
C14orf79,Previous symbol,CLBA1,clathrin binding box of aftiphilin containing 1,HGNC:20126,14q32.33
C14orf80,Previous symbol,TEDC1,tubulin epsilon and delta complex 1,HGNC:20127,14q32.33
C14orf86,Previous symbol,FAM181A-AS1,FAM181A antisense RNA 1,HGNC:20133,14q32.12
C14orf93,Approved symbol,C14orf93,chromosome 14 open reading frame 93,HGNC:20162,14q11.2
C15orf17,Previous symbol,FAM219B,family with sequence similarity 219 member B,HGNC:24695,15q24.1-q24.2
C15orf21,Previous symbol,HMGN2P46,high mobility group nucleosomal binding domain 2 pseudogene 46,HGNC:26817,15q21.1
C15orf23,Previous symbol,KNSTRN,kinetochore localized astrin (SPAG5) binding protein,HGNC:30767,15q15.1
C15orf24,Previous symbol,EMC7,ER membrane protein complex subunit 7,HGNC:24301,15q14
C15orf26,Previous symbol,CFAP161,cilia and flagella associated protein 161,HGNC:26782,15q25.1
C15orf27,Previous symbol,TMEM266,transmembrane protein 266,HGNC:26763,15q24.2
C15orf28,Previous symbol,ANP32A-IT1,ANP32A intronic transcript 1,HGNC:25672,15q23
C15orf29,Previous symbol,KATNBL1,katanin regulatory subunit B1 like 1,HGNC:26199,15q14
C15orf2,Previous symbol,NPAP1,nuclear pore associated protein 1,HGNC:1190,15q11.2
C15orf32,Approved symbol,C15orf32,chromosome 15 open reading frame 32,HGNC:26549,15q26.1
C15orf33,Previous symbol,FAM227B,family with sequence similarity 227 member B,HGNC:26543,15q21.2
C15orf34,Previous symbol,HEXA-AS1,HEXA antisense RNA 1,HGNC:25810,15q23
C15orf37,Previous symbol,ST20-AS1,ST20 antisense RNA 1,HGNC:27521,15q25.1
C15orf38,Previous symbol,ARPIN,actin related protein 2/3 complex inhibitor,HGNC:28782,15q26.1
C15orf39,Approved symbol,C15orf39,chromosome 15 open reading frame 39,HGNC:24497,15q24.2
C15orf40,Approved symbol,C15orf40,chromosome 15 open reading frame 40,HGNC:28443,15q25.2
C15orf41,Approved symbol,C15orf41,chromosome 15 open reading frame 41,HGNC:26929,15q14
C15orf42,Previous symbol,TICRR,TOPBP1 interacting checkpoint and replication regulator,HGNC:28704,15q26.1
C15orf43,Previous symbol,TERB2,telomere repeat binding bouquet formation protein 2,HGNC:28520,15q21.1
C15orf44,Previous symbol,INTS14,integrator complex subunit 14,HGNC:25372,15q22.31
C15orf48,Approved symbol,C15orf48,chromosome 15 open reading frame 48,HGNC:29898,15q21.1
C15orf50,Previous symbol,LINC00593,long intergenic non-protein coding RNA 593,HGNC:32382,15q23
C15orf51,Previous symbol,DNM1P46,dynamin 1 pseudogene 46,HGNC:35199,15q26.3
C15orf52,Previous symbol,CCDC9B,coiled-coil domain containing 9B,HGNC:33488,15q15.1
C15orf53,Approved symbol,C15orf53,chromosome 15 open reading frame 53,HGNC:33796,15q14
C15orf54,Approved symbol,C15orf54,chromosome 15 open reading frame 54 (putative),HGNC:33797,15q14
C15orf55,Previous symbol,NUTM1,NUT midline carcinoma family member 1,HGNC:29919,15q14
C15orf56,Approved symbol,C15orf56,chromosome 15 open reading frame 56,HGNC:33868,15q15.1
C15orf57,Previous symbol,CCDC32,coiled-coil domain containing 32,HGNC:28295,15q15.1
C15orf58,Previous symbol,GDPGP1,GDP-D-glucose phosphorylase 1,HGNC:34360,15q26.1
C15orf59,Previous symbol,INSYN1,inhibitory synaptic factor 1,HGNC:33753,15q24.1
C15orf5,Previous symbol,LINC00597,long intergenic non-protein coding RNA 597,HGNC:1193,15q23-q24
C15orf60,Previous symbol,REC114,REC114 meiotic recombination protein,HGNC:25065,15q24.1
C15orf61,Approved symbol,C15orf61,chromosome 15 open reading frame 61,HGNC:34453,15q23
C15orf62,Approved symbol,C15orf62,chromosome 15 open reading frame 62,HGNC:34489,15q15.1
C15orf63,Previous symbol,HYPK,huntingtin interacting protein K,HGNC:18418,15q15.3
C16orf11,Previous symbol,PRR35,proline rich 35,HGNC:14139,16p13.3
C16orf13,Previous symbol,METTL26,methyltransferase like 26,HGNC:14141,16p13.3
C16orf3,Previous symbol,GAS8-AS1,GAS8 antisense RNA 1,HGNC:1197,16q24.3
C16orf42,Previous symbol,TSR3,"TSR3, acp transferase ribosome maturation factor",HGNC:14175,16p13.3
C16orf45,Approved symbol,C16orf45,chromosome 16 open reading frame 45,HGNC:19213,16p13.11
C16orf46,Approved symbol,C16orf46,chromosome 16 open reading frame 46,HGNC:26525,16q23.2
C16orf48,Previous symbol,ENKD1,enkurin domain containing 1,HGNC:25246,16q22.1
C16orf52,Previous symbol,MOSMO,modulator of smoothened,HGNC:27087,16p12.2
C16orf53,Previous symbol,PAGR1,PAXIP1 associated glutamate rich protein 1,HGNC:28707,16p11.2
C16orf54,Approved symbol,C16orf54,chromosome 16 open reading frame 54,HGNC:26649,16p11.2
C16orf55,Previous symbol,SPATA33,spermatogenesis associated 33,HGNC:26463,16q24.3
C16orf57,Previous symbol,USB1,U6 snRNA biogenesis phosphodiesterase 1,HGNC:25792,16q21
C16orf58,Approved symbol,C16orf58,chromosome 16 open reading frame 58,HGNC:25848,16p11.2
C16orf59,Previous symbol,TEDC2,tubulin epsilon and delta complex 2,HGNC:25849,16p13.3
C16orf5,Previous symbol,CDIP1,cell death inducing p53 target 1,HGNC:13234,16p13.3
C16orf61,Previous symbol,CMC2,C-X9-C motif containing 2,HGNC:24447,16q23.2
C16orf62,Previous symbol,VPS35L,VPS35 endosomal protein sorting factor like,HGNC:24641,16p12.3
C16orf63,Previous symbol,FOPNL,FGFR1OP N-terminal like,HGNC:26435,16p13.11
C16orf68,Previous symbol,METTL22,methyltransferase like 22,HGNC:28368,16p13.2
C16orf70,Approved symbol,C16orf70,chromosome 16 open reading frame 70,HGNC:29564,16q22.1
C16orf71,Approved symbol,C16orf71,chromosome 16 open reading frame 71,HGNC:25081,16p13.3
C16orf72,Approved symbol,C16orf72,chromosome 16 open reading frame 72,HGNC:30103,16p13.2
C16orf73,Previous symbol,MEIOB,meiosis specific with OB domains,HGNC:28569,16p13.3
C16orf74,Approved symbol,C16orf74,chromosome 16 open reading frame 74,HGNC:23362,16q24.1
C16orf75,Previous symbol,RMI2,RecQ mediated genome instability 2,HGNC:28349,16p13.13
C16orf78,Approved symbol,C16orf78,chromosome 16 open reading frame 78,HGNC:28479,16q12.1
C16orf79,Previous symbol,BRICD5,BRICHOS domain containing 5,HGNC:28309,16p13.3
C16orf7,Previous symbol,VPS9D1,VPS9 domain containing 1,HGNC:13526,16q24.3
C16orf80,Previous symbol,CFAP20,cilia and flagella associated protein 20,HGNC:29523,16q21
C16orf81,Previous symbol,LINC00304,long intergenic non-protein coding RNA 304,HGNC:26713,16q24.3
C16orf82,Approved symbol,C16orf82,chromosome 16 open reading frame 82,HGNC:30755,16p12.1
C16orf86,Approved symbol,C16orf86,chromosome 16 open reading frame 86,HGNC:33755,16q22.1
C16orf87,Approved symbol,C16orf87,chromosome 16 open reading frame 87,HGNC:33754,16q11.2
C16orf88,Previous symbol,KNOP1,lysine rich nucleolar protein 1,HGNC:34404,16p12.3
C16orf89,Approved symbol,C16orf89,chromosome 16 open reading frame 89,HGNC:28687,16p13.3
C16orf90,Approved symbol,C16orf90,chromosome 16 open reading frame 90,HGNC:34455,16p13.3
C16orf91,Approved symbol,C16orf91,chromosome 16 open reading frame 91,HGNC:27558,16p13.3
C16orf92,Approved symbol,C16orf92,chromosome 16 open reading frame 92,HGNC:26346,16p11.2
C16orf93,Previous symbol,CCDC189,coiled-coil domain containing 189,HGNC:28078,16p11.2
C17orf100,Approved symbol,C17orf100,chromosome 17 open reading frame 100,HGNC:34494,17p13.1
C17orf101,Previous symbol,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3,HGNC:26174,17q25.3
C17orf102,Approved symbol,C17orf102,chromosome 17 open reading frame 102,HGNC:34412,17q12
C17orf103,Previous symbol,NATD1,N-acetyltransferase domain containing 1,HGNC:30770,17p11.2
C17orf104,Previous symbol,MEIOC,meiosis specific with coiled-coil domain,HGNC:26670,17q21.31
C17orf105,Previous symbol,CFAP97D1,CFAP97 domain containing 1,HGNC:37241,17q21.31
C17orf106,Previous symbol,TEN1,"TEN1, CST complex subunit",HGNC:37242,17q25.1
C17orf107,Approved symbol,C17orf107,chromosome 17 open reading frame 107,HGNC:37238,17p13.2
C17orf108,Previous symbol,LYRM9,LYR motif containing 9,HGNC:27314,17q11.2
C17orf28,Previous symbol,HID1,HID1 domain containing,HGNC:15736,17q25.1
C17orf37,Previous symbol,MIEN1,migration and invasion enhancer 1,HGNC:28230,17q12
C17orf39,Previous symbol,GID4,GID complex subunit 4 homolog,HGNC:28453,17p11.2
C17orf42,Previous symbol,TEFM,"transcription elongation factor, mitochondrial",HGNC:26223,17q11.2
C17orf44,Previous symbol,LINC00324,long intergenic non-protein coding RNA 324,HGNC:26628,17p13.1
C17orf46,Previous symbol,SPATA32,spermatogenesis associated 32,HGNC:26349,17q21.31
C17orf47,Approved symbol,C17orf47,chromosome 17 open reading frame 47,HGNC:26844,17q22
C17orf48,Previous symbol,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",HGNC:30925,17p13.1
C17orf49,Approved symbol,C17orf49,chromosome 17 open reading frame 49,HGNC:28737,17p13.1
C17orf50,Approved symbol,C17orf50,chromosome 17 open reading frame 50,HGNC:29581,17q12
C17orf51,Approved symbol,C17orf51,chromosome 17 open reading frame 51,HGNC:27904,17p11.2
C17orf53,Approved symbol,C17orf53,chromosome 17 open reading frame 53,HGNC:28460,17q21.31
C17orf54,Previous symbol,LINC00469,long intergenic non-protein coding RNA 469,HGNC:26863,17q25.1
C17orf55,Previous symbol,LINC00482,long intergenic non-protein coding RNA 482,HGNC:26816,17q25.3
C17orf56,Previous symbol,TEPSIN,"TEPSIN, adaptor related protein complex 4 accessory protein",HGNC:26458,17q25.3
C17orf57,Previous symbol,EFCAB13,EF-hand calcium binding domain 13,HGNC:26864,17q21.32
C17orf58,Approved symbol,C17orf58,chromosome 17 open reading frame 58,HGNC:27568,17q24.2
C17orf59,Previous symbol,BORCS6,BLOC-1 related complex subunit 6,HGNC:25939,17p13.1
C17orf60,Previous symbol,MILR1,mast cell immunoglobulin like receptor 1,HGNC:27570,17q23.3
C17orf61,Previous symbol,TMEM256,transmembrane protein 256,HGNC:28618,17p13.1
C17orf62,Previous symbol,CYBC1,cytochrome b-245 chaperone 1,HGNC:28672,17q25.3
C17orf63,Previous symbol,FAM222B,family with sequence similarity 222 member B,HGNC:25563,17q11.2
C17orf64,Approved symbol,C17orf64,chromosome 17 open reading frame 64,HGNC:26990,17q23.2
C17orf65,Previous symbol,ASB16-AS1,ASB16 antisense RNA 1,HGNC:25442,17q21.31
C17orf66,Previous symbol,HEATR9,HEAT repeat containing 9,HGNC:26548,17q12
C17orf67,Approved symbol,C17orf67,chromosome 17 open reading frame 67,HGNC:27900,17q22
C17orf68,Previous symbol,CTC1,CST telomere replication complex component 1,HGNC:26169,17p13.1
C17orf69,Previous symbol,LINC02210,long intergenic non-protein coding RNA 2210,HGNC:26327,17q21.31
C17orf70,Previous symbol,FAAP100,FA core complex associated protein 100,HGNC:26171,17q25.3
C17orf71,Previous symbol,SMG8,"SMG8, nonsense mediated mRNA decay factor",HGNC:25551,17q23.2
C17orf72,Previous symbol,PRR29,proline rich 29,HGNC:25673,17q23.3
C17orf73,Previous symbol,ANKRD40CL,ANKRD40 C-terminal like,HGNC:26080,17q21.33
C17orf74,Previous symbol,SPEM2,SPEM family member 2,HGNC:27315,17p13.1
C17orf75,Approved symbol,C17orf75,chromosome 17 open reading frame 75,HGNC:30173,17q11.2
C17orf76,Previous symbol,LRRC75A,leucine rich repeat containing 75A,HGNC:32403,17p11.2
C17orf77,Approved symbol,C17orf77,chromosome 17 open reading frame 77,HGNC:26480,17q25.1
C17orf78,Approved symbol,C17orf78,chromosome 17 open reading frame 78,HGNC:26831,17q12
C17orf79,Previous symbol,COPRS,coordinator of PRMT5 and differentiation stimulator,HGNC:28848,17q11.2
C17orf80,Approved symbol,C17orf80,chromosome 17 open reading frame 80,HGNC:29601,17q25.1
C17orf81,Previous symbol,ELP5,elongator acetyltransferase complex subunit 5,HGNC:30617,17p13.1
C17orf82,Approved symbol,C17orf82,chromosome 17 open reading frame 82,HGNC:32699,17q23.2
C17orf85,Previous symbol,NCBP3,nuclear cap binding subunit 3,HGNC:24612,17p13.2
C17orf86,Previous symbol,SNHG20,small nucleolar RNA host gene 20,HGNC:33099,17q25.2
C17orf87,Previous symbol,SCIMP,SLP adaptor and CSK interacting membrane protein,HGNC:33504,17p13.2
C17orf88,Previous symbol,FAM215A,family with sequence similarity 215 member A,HGNC:17505,17q21.31
C17orf89,Previous symbol,NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8,HGNC:33551,17q25.3
C17orf90,Previous symbol,OXLD1,oxidoreductase like domain containing 1,HGNC:27901,17q25.3
C17orf91,Previous symbol,MIR22HG,MIR22 host gene,HGNC:28219,17p13.3
C17orf93,Previous symbol,PRAC2,PRAC2 small nuclear protein,HGNC:30143,17q21.32
C17orf95,Previous symbol,METTL23,methyltransferase like 23,HGNC:26988,17q25.2
C17orf96,Previous symbol,EPOP,elongin BC and polycomb repressive complex 2 associated protein,HGNC:34493,17q12
C17orf97,Approved symbol,C17orf97,chromosome 17 open reading frame 97,HGNC:33800,17p13.3
C17orf98,Approved symbol,C17orf98,chromosome 17 open reading frame 98,HGNC:34492,17q12
C17orf99,Approved symbol,C17orf99,chromosome 17 open reading frame 99,HGNC:34490,17q25.3
C18orf10,Previous symbol,TPGS2,tubulin polyglutamylase complex subunit 2,HGNC:24561,18q12.2
C18orf16,Previous symbol,AQP4-AS1,AQP4 antisense RNA 1,HGNC:26399,18q11.2
C18orf18,Previous symbol,LINC00526,long intergenic non-protein coding RNA 526,HGNC:28278,18p11.31
C18orf19,Previous symbol,FAM210A,family with sequence similarity 210 member A,HGNC:28346,18p11.21
C18orf1,Previous symbol,LDLRAD4,low density lipoprotein receptor class A domain containing 4,HGNC:1224,18p11.21
C18orf20,Previous symbol,LINC00305,long intergenic non-protein coding RNA 305,HGNC:28597,18q22.1
C18orf21,Approved symbol,C18orf21,chromosome 18 open reading frame 21,HGNC:28802,18q12.2
C18orf22,Previous symbol,RBFA,ribosome binding factor A,HGNC:26120,18q23
C18orf25,Approved symbol,C18orf25,chromosome 18 open reading frame 25,HGNC:28172,18q21.1
C18orf26,Previous symbol,DYNAP,dynactin associated protein,HGNC:26808,18q21.2
C18orf2,Previous symbol,LINC00470,long intergenic non-protein coding RNA 470,HGNC:1225,18p11.32
C18orf2,Synonyms,CHMP1B,charged multivesicular body protein 1B,HGNC:24287,18p11.21
C18orf32,Approved symbol,C18orf32,chromosome 18 open reading frame 32,HGNC:31690,18q21.1
C18orf34,Previous symbol,CCDC178,coiled-coil domain containing 178,HGNC:29588,18q12.1
C18orf45,Previous symbol,TMEM241,transmembrane protein 241,HGNC:31723,18q11.2
C18orf54,Approved symbol,C18orf54,chromosome 18 open reading frame 54,HGNC:13796,18q21.2
C18orf55,Previous symbol,TIMM21,translocase of inner mitochondrial membrane 21,HGNC:25010,18q22.3
C18orf56,Previous symbol,TYMSOS,TYMS opposite strand,HGNC:29553,18p11.32
C18orf62,Previous symbol,SMIM21,small integral membrane protein 21,HGNC:27598,18q23
C18orf8,Previous symbol,RMC1,regulator of MON1-CCZ1,HGNC:24326,18q11.2
C19orf10,Previous symbol,MYDGF,myeloid derived growth factor,HGNC:16948,19p13.3
C19orf12,Approved symbol,C19orf12,chromosome 19 open reading frame 12,HGNC:25443,19q12
C19orf18,Approved symbol,C19orf18,chromosome 19 open reading frame 18,HGNC:28642,19q13.43
C19orf20,Previous symbol,TPGS1,tubulin polyglutamylase complex subunit 1,HGNC:25058,19p13.3
C19orf21,Previous symbol,MISP,mitotic spindle positioning,HGNC:27000,19p13.3
C19orf22,Previous symbol,R3HDM4,R3H domain containing 4,HGNC:28270,19p13.3
C19orf23,Previous symbol,CIRBP-AS1,CIRBP antisense RNA 1,HGNC:28588,19p13.3
C19orf24,Approved symbol,C19orf24,chromosome 19 open reading frame 24,HGNC:26073,19p13.3
C19orf25,Approved symbol,C19orf25,chromosome 19 open reading frame 25,HGNC:26711,19p13.3
C19orf26,Previous symbol,CBARP,CACN subunit beta associated regulatory protein,HGNC:28617,19p13.3
C19orf28,Previous symbol,MFSD12,major facilitator superfamily domain containing 12,HGNC:28299,19p13.3
C19orf29,Previous symbol,CACTIN,"cactin, spliceosome C complex subunit",HGNC:29938,19p13.3
C19orf2,Previous symbol,URI1,"URI1, prefoldin like chaperone",HGNC:13236,19q12
C19orf30,Previous symbol,MIR7-3HG,MIR7-3 host gene,HGNC:30049,19p13.3
C19orf33,Approved symbol,C19orf33,chromosome 19 open reading frame 33,HGNC:16668,19q13.2
C19orf34,Previous symbol,CSNK1G2-AS1,CSNK1G2 antisense RNA 1,HGNC:28604,19p13.3
C19orf35,Previous symbol,PEAK3,PEAK family member 3,HGNC:24793,19p13.3
C19orf36,Previous symbol,IZUMO4,IZUMO family member 4,HGNC:26950,19p13.3
C19orf38,Approved symbol,C19orf38,chromosome 19 open reading frame 38,HGNC:34073,19p13.2
C19orf39,Previous symbol,SWSAP1,SWIM-type zinc finger 7 associated protein 1,HGNC:26638,19p13.2
C19orf40,Previous symbol,FAAP24,FA core complex associated protein 24,HGNC:28467,19q13.11
C19orf41,Previous symbol,IZUMO2,IZUMO family member 2,HGNC:28518,19q13.33
C19orf42,Previous symbol,SMIM7,small integral membrane protein 7,HGNC:28419,19p13.11
C19orf43,Previous symbol,TRIR,telomerase RNA component interacting RNase,HGNC:28424,19p13.13
C19orf44,Approved symbol,C19orf44,chromosome 19 open reading frame 44,HGNC:26141,19p13.11
C19orf45,Previous symbol,TEX45,testis expressed 45,HGNC:24745,19p13.2
C19orf46,Previous symbol,SYNE4,spectrin repeat containing nuclear envelope family member 4,HGNC:26703,19q13.12
C19orf47,Approved symbol,C19orf47,chromosome 19 open reading frame 47,HGNC:26723,19q13.2
C19orf48,Approved symbol,C19orf48,chromosome 19 open reading frame 48,HGNC:29667,19q13.33
C19orf50,Previous symbol,KXD1,KxDL motif containing 1,HGNC:28420,19p13.11
C19orf51,Previous symbol,DNAAF3,dynein axonemal assembly factor 3,HGNC:30492,19q13.42
C19orf52,Previous symbol,TIMM29,translocase of inner mitochondrial membrane 29,HGNC:25152,19p13.2
C19orf53,Approved symbol,C19orf53,chromosome 19 open reading frame 53,HGNC:24991,19p13.13
C19orf54,Approved symbol,C19orf54,chromosome 19 open reading frame 54,HGNC:24758,19q13.2
C19orf55,Previous symbol,PROSER3,proline and serine rich 3,HGNC:25204,19q13.12
C19orf56,Previous symbol,WDR83OS,WD repeat domain 83 opposite strand,HGNC:30203,19p13.13
C19orf57,Approved symbol,C19orf57,chromosome 19 open reading frame 57,HGNC:28153,19p13.12
C19orf59,Previous symbol,MCEMP1,mast cell expressed membrane protein 1,HGNC:27291,19p13.2
C19orf60,Previous symbol,REX1BD,required for excision 1-B domain containing,HGNC:26098,19p13.11
C19orf61,Previous symbol,SMG9,"SMG9, nonsense mediated mRNA decay factor",HGNC:25763,19q13.31
C19orf62,Previous symbol,BABAM1,BRISC and BRCA1 A complex member 1,HGNC:25008,19p13.11
C19orf63,Previous symbol,EMC10,ER membrane protein complex subunit 10,HGNC:27609,19q13.33
C19orf66,Approved symbol,C19orf66,chromosome 19 open reading frame 66,HGNC:25649,19p13.2
C19orf69,Previous symbol,ERICH4,glutamate rich 4,HGNC:34497,19q13.2
C19orf6,Previous symbol,TMEM259,transmembrane protein 259,HGNC:17039,19p13.3
C19orf70,Previous symbol,MICOS13,mitochondrial contact site and cristae organizing system subunit 13,HGNC:33702,19p13.3
